city,location_lat,location_lng,numberOfGuests,minNights,bedroomLabel,bedLabel,bathroomLabel,stars,pricing,roomType_entire_home,roomType_hotel_room,roomType_private_room,roomType_shared_room,zipcode,district_index
Beşiktaş,41.053,29.029,4,2,2.0,3.0,1.0,4.33,3237.0,1,0,0,0,34353,88.235
Şişli,41.054,28.986,4,2,1.0,2.0,1.0,4.67,2504.0,1,0,0,0,34360,54.677
Beyoğlu,41.02674062,28.97515681,4,1,2.0,2.0,1.0,4.5,3321.0,1,0,0,0,34421,60.000
Fatih,41.01494,28.95885,6,1,2.0,4.0,1.0,4.8,3303.0,1,0,0,0,34096,32.000
Beşiktaş,41.043,29.008,3,3,1.0,1.0,1.0,4.54,2448.0,1,0,0,0,34353,88.235
Şişli,41.048,28.987,9,2,3.0,0.0,2.0,4.87,3664.0,1,0,0,0,34360,54.677
Fatih,41.038,28.944,5,2,3.0,0.0,1.0,4.75,2569.0,1,0,0,0,34096,32.000
Fatih,41.00627,28.96967,4,2,2.0,2.0,1.0,4.57,3288.0,1,0,0,0,34096,32.000
Beyoğlu,41.0319,28.98776,6,2,2.0,2.0,1.0,4.69,2252.0,1,0,0,0,34421,60.000
,40.98185,29.10292,4,2,1.0,0.0,1.0,4.69,2250.0,1,0,0,0,34750.0,
Şişli,41.05094613,28.98260293,4,3,2.0,2.0,1.0,5.0,2441.0,1,0,0,0,34360,54.677
Üsküdar,41.04360092,29.04542575,2,1,1.0,2.0,1.0,4.2,2482.0,1,0,0,0,34660,61.428 
Beykoz,41.09718,29.09003,1,30,1.0,1.0,0.0,5.0,628.0,0,0,1,0,34810,72.222
Beyoğlu,41.03250775,28.98379732,4,1,2.0,3.0,1.0,4.78,2167.0,1,0,0,0,34421,60.000
Beyoğlu,41.0310583,28.97808355,5,2,2.0,2.0,1.0,4.83,2628.0,1,0,0,0,34421,60.000
Şişli,41.06124,28.98612,4,2,2.0,3.0,1.0,4.83,3165.0,1,0,0,0,34360,54.677
Beyoğlu,41.02985582,28.97771492,2,2,1.0,1.0,1.0,4.8,2421.0,1,0,0,0,34421,60.000
Beşiktaş,41.061,29.008,3,1,1.0,1.0,1.0,4.25,3250.0,0,0,1,0,34353,88.235
Kadıköy,40.977,29.058,5,4,3.0,4.0,1.0,4.86,2441.0,1,0,0,0,34744,88.888
Fatih,41.021,28.949,5,2,1.0,3.0,1.0,5.0,2417.0,1,0,0,0,34096,32.000
Kadıköy,40.988,29.032,5,3,2.0,2.0,1.0,4.99,2601.0,1,0,0,0,34744,88.888
Şişli,41.05917,28.98559,8,101,3.0,3.0,1.0,4.36,2427.0,1,0,0,0,34360,54.677
Şişli,41.04362,28.9831,6,2,2.0,3.0,1.0,4.67,3318.0,1,0,0,0,34360,54.677
Bakırköy,41.0,28.808,3,2,1.0,0.0,1.0,5.0,2614.0,1,0,0,0,34158,76.219
Marmaraereğlisi,41.00619494,27.98376368,2,90,1.0,1.0,1.0,4.78,674.0,1,0,0,0,,
Istanbul,41.04821,28.98747,1,60,1.0,1.0,1.0,4.67,450.0,0,0,1,0,34373.0,
Üsküdar,41.04625,29.05047,2,1,1.0,1.0,1.0,4.88,2459.0,1,0,0,0,34660,61.428 
Kadıköy,40.98145,29.02362,2,100,1.0,3.0,1.0,4.86,2396.0,1,0,0,0,34744,88.888
İstanbul,41.03163,28.97902,3,1,1.0,1.0,1.0,4.9,2406.0,1,0,0,0,34425.0,
Büyükçekmece,41.02,28.627,2,1,1.0,1.0,1.0,4.38,3107.0,1,0,0,0,34500,36.250
Beyoğlu,41.037,28.982,4,2,2.0,0.0,1.0,5.0,2364.0,1,0,0,0,34421,60.000
Esenyurt,41.02363,28.63171,8,2,3.0,4.0,2.0,4.93,2491.0,1,0,0,0,34517,21.250
Şişli,41.047,28.98,5,5,2.0,2.0,1.0,4.93,2257.0,1,0,0,0,34360,54.677
Ataşehir,40.97570581,29.1487592,2,1,1.0,0.0,1.0,4.92,2143.0,1,0,0,0,34758,48.888
Şişli,41.052,28.99,5,2,2.0,0.0,2.0,4.93,2431.0,1,0,0,0,34360,54.677
Beyoğlu,41.03268,28.98121,4,1,2.0,2.0,1.0,4.33,2200.0,1,0,0,0,34421,60.000
Kadıköy,40.99378517,29.03063221,1,10,1.0,1.0,1.0,4.33,427.0,0,0,1,0,34744,88.888
Şişli,41.05835,28.98561,3,2,1.0,1.0,1.0,4.73,2546.0,1,0,0,0,34360,54.677
Fatih,41.005,28.969,4,1,1.0,2.0,1.0,5.0,2601.0,1,0,0,0,34096,32.000
Beyoğlu,41.03471637,28.9755441,7,101,3.0,3.0,2.0,4.7,2606.0,1,0,0,0,34421,60.000
Kâğıthane,41.08047,29.0064,6,3,2.0,0.0,1.0,4.67,2604.0,1,0,0,0,34413.0,
Kadıköy,40.997,29.026,3,101,2.0,3.0,1.0,5.0,2200.0,1,0,0,0,34744,88.888
Beyoğlu,41.037,28.982,4,2,2.0,0.0,1.0,5.0,2583.0,1,0,0,0,34421,60.000
İstanbul,41.00459,28.979,6,1,2.0,6.0,1.0,4.51,558.0,0,1,0,0,34122.0,
Beyoğlu,41.02923792,28.97841074,3,2,1.0,1.0,1.0,4.71,2408.0,1,0,0,0,34421,60.000
Fatih,41.014,28.979,3,2,2.0,2.0,1.0,4.77,2437.0,1,0,0,0,34096,32.000
Kadıköy,40.99355761,29.02931128,1,1,1.0,1.0,1.0,5.0,613.0,0,0,1,0,34744,88.888
Kadıköy,40.997,29.03,1,1,1.0,1.0,1.0,4.57,500.0,0,0,1,0,34744,88.888
Kadıköy,40.99249569,29.03087249,1,1,1.0,0.0,1.0,4.64,578.0,0,0,1,0,34744,88.888
Fatih,41.01,28.979,2,1,1.0,1.0,1.0,4.85,2387.0,0,0,1,0,34096,32.000
Beyoğlu,41.03103,28.97857,4,3,1.0,2.0,1.0,4.89,2391.0,1,0,0,0,34421,60.000
Beyoğlu,41.03776663,28.98104544,4,3,2.0,3.0,1.0,4.83,2156.0,1,0,0,0,34421,60.000
Şişli,41.069,29.0,8,1,2.0,0.0,1.0,5.0,2234.0,1,0,0,0,34360,54.677
Fatih,41.02,28.929,1,4,1.0,1.0,1.0,4.7,610.0,0,0,1,0,34096,32.000
Kâğıthane,41.078,29.007,2,3,1.0,1.0,1.0,4.89,540.0,0,0,1,0,34413.0,
Beşiktaş,41.04892069,29.00690082,6,2,3.0,0.0,1.0,5.0,2339.0,1,0,0,0,34353,88.235
Kadıköy,40.99395867,29.03019555,1,2,1.0,1.0,1.0,4.5,578.0,0,0,1,0,34744,88.888
Beyoğlu,41.03755,28.99032,5,101,2.0,2.0,1.0,4.54,2302.0,1,0,0,0,34421,60.000
Beyoğlu,41.03792975,28.9841506,2,2,1.0,1.0,1.0,4.86,2143.0,0,0,1,0,34421,60.000
Şişli,41.06,28.987,10,2,2.0,3.0,1.0,5.0,4332.0,1,0,0,0,34360,54.677
Kâğıthane,41.08998,29.00119,1,3,1.0,4.0,1.0,5.0,675.0,1,0,0,0,34415.0,
Beyoğlu,41.033,28.984,4,2,2.0,2.0,1.0,5.0,4359.0,1,0,0,0,34421,60.000
Istanbul,41.02882,28.98078,3,2,1.0,1.0,1.0,4.83,663.0,1,0,0,0,34425.0,
Kadıköy,40.99563,29.02902,2,5,1.0,1.0,1.0,5.0,579.0,0,0,1,0,34744,88.888
Kadıköy,40.99518,29.03272,1,5,1.0,0.0,1.0,4.6,680.0,0,0,1,0,34744,88.888
,41.049,28.998,3,4,1.0,0.0,1.0,4.94,2357.0,1,0,0,0,34365.0,
Kâğıthane,41.07586535,28.99631664,4,7,1.0,2.0,1.0,5.0,2299.0,1,0,0,0,34394.0,
Maltepe,40.94951,29.11172,1,1,3.0,0.0,1.0,4.89,410.0,0,0,1,0,34854,48.076
Şişli,41.05946782,28.99464641,1,2,1.0,1.0,1.0,5.0,482.0,0,0,1,0,34360,54.677
Avcılar,41.054,28.686,3,3,2.0,0.0,1.0,4.9,2277.0,1,0,0,0,34315,31.818
Fatih,41.004,28.971,7,2,2.0,7.0,1.0,4.63,3821.0,1,0,0,0,34096,32.000
Kâğıthane,41.08821,28.96817,4,2,1.0,1.0,1.0,4.6,700.0,1,0,0,0,34406.0,
Üsküdar,41.01305,29.01524,4,25,1.0,3.0,1.0,5.0,750.0,1,0,0,0,34660,61.428 
Esenyurt,41.01998,28.67317,3,100,1.0,1.0,1.0,4.83,780.0,1,0,0,0,34517,21.250
Beşiktaş,41.075,29.022,4,1,2.0,2.0,1.0,4.67,3897.0,1,0,0,0,34353,88.235
,41.04668,29.00672,6,4,3.0,5.0,1.0,4.46,4656.0,1,0,0,0,34353.0,
Üsküdar,41.0204482,29.06452609,1,5,1.0,0.0,4.0,5.0,750.0,0,0,1,0,34660,61.428 
Fatih,41.004,28.965,1,1,1.0,1.0,2.0,4.67,733.0,0,0,1,0,34096,32.000
Ataşehir,41.008,29.093,2,1,1.0,1.0,1.0,5.0,571.0,0,0,1,0,34758,48.888
Fatih,41.00451534,28.95138427,1,1,1.0,0.0,1.0,4.5,450.0,0,0,1,0,34096,32.000
Şişli,41.06215,28.98444,5,2,2.0,3.0,1.0,5.0,4500.0,1,0,0,0,34360,54.677
Esenyurt,41.0239,28.6351,2,90,1.0,1.0,1.0,5.0,514.0,0,0,1,0,34517,21.250
Fatih,41.013,28.975,2,1,1.0,1.0,1.0,5.0,3612.0,0,0,1,0,34096,32.000
Şişli,41.05017,28.98802,1,3,1.0,1.0,1.0,4.87,716.0,0,0,1,0,34360,54.677
Beyoğlu,41.02366,28.97402,2,1,1.0,1.0,1.0,4.54,3200.0,0,0,1,0,34421,60.000
Kadıköy,40.98665928,29.03068337,1,2,1.0,1.0,1.0,5.0,779.0,0,0,1,0,34744,88.888
Beşiktaş,41.04623,29.01237,2,3,1.0,1.0,1.0,4.54,419.0,0,0,1,0,34353,88.235
Istanbul,41.00485,28.9699,4,2,2.0,3.0,1.0,4.92,3687.0,1,0,0,0,34400.0,
Beyoğlu,41.05407,28.95233,3,4,1.0,1.0,1.0,4.7,757.0,1,0,0,0,34421,60.000
Beyoğlu,41.03705439,28.9802291,8,2,3.0,8.0,1.0,4.65,3115.0,1,0,0,0,34421,60.000
Kadıköy,40.98616,29.02807,4,1,1.0,3.0,1.0,4.33,3147.0,1,0,0,0,34744,88.888
,41.00484,28.97007,8,5,3.0,5.0,3.0,4.77,3533.0,1,0,0,0,34401.0,
Kadıköy,40.98944,29.03,2,1,1.0,1.0,1.0,4.88,645.0,0,0,1,0,34744,88.888
İstanbul,41.01057,29.03817,2,101,1.0,2.0,1.0,4.58,417.0,0,0,1,0,34718.0,
Ümraniye,41.00219308,29.12455903,4,2,2.0,2.0,1.0,4.64,3527.0,1,0,0,0,34773,40.888
Fatih,41.00492,28.92859,2,1,1.0,1.0,1.0,4.82,688.0,0,0,1,0,34096,32.000
Beyoğlu,41.02309,28.97588,2,1,1.0,1.0,1.0,4.43,3200.0,0,0,1,0,34421,60.000
Fatih,41.01473,28.95885,6,1,2.0,4.0,1.0,4.76,3188.0,1,0,0,0,34096,32.000
Şişli,41.04582188,28.98191374,5,101,3.0,3.0,1.0,4.27,3811.0,1,0,0,0,34360,54.677
Beyoğlu,41.03634,28.97656,2,10,,4.0,1.0,4.0,767.0,1,0,0,0,34421,60.000
Beyoğlu,41.033,28.986,8,3,2.0,4.0,1.0,4.0,3886.0,1,0,0,0,34421,60.000
Kadıköy,40.99259,29.02998,4,5,2.0,3.0,1.0,5.0,3179.0,1,0,0,0,34744,88.888
Kadıköy,40.97459,29.05907,4,20,3.0,3.0,2.0,4.67,3693.0,1,0,0,0,34744,88.888
Maltepe,40.922,29.135,3,180,2.0,1.0,2.0,4.75,650.0,0,0,1,0,34854,48.076
Beyoğlu,41.03476,28.97494,5,2,2.0,3.0,1.0,4.81,3066.0,1,0,0,0,34421,60.000
İstanbul,40.98611,28.60552,5,2,3.0,4.0,2.0,4.7,3836.0,1,0,0,0,34528.0,
Kâğıthane,41.063,28.966,8,3,3.0,6.0,1.0,4.78,3119.0,1,0,0,0,34400.0,
Kartal,40.88392,29.20083,2,2,,3.0,1.0,4.8,3211.0,1,0,0,0,34862,43.030
Beyoğlu,41.029,28.973,2,4,1.0,2.0,1.0,4.8,2616.0,1,0,0,0,34421,60.000
Beşiktaş,41.04447,28.99975,4,5,1.0,1.0,1.0,5.0,3786.0,1,0,0,0,34353,88.235
Kadıköy,40.98,29.094,2,1,3.0,0.0,1.0,4.7,642.0,0,0,1,0,34744,88.888
Fatih,41.003,28.979,2,2,1.0,2.0,1.0,4.71,3211.0,0,1,0,0,34096,32.000
Başakşehir,41.072,28.776,7,10,3.0,6.0,2.0,4.88,3578.0,1,0,0,0,34494,43.043
Beyoğlu,41.03795,28.98625,6,2,2.0,4.0,1.0,4.33,3313.0,1,0,0,0,34421,60.000
Kâğıthane,41.05821535,28.96287132,7,7,2.0,4.0,1.0,4.82,3211.0,1,0,0,0,34400.0,
Tekirdağ,41.007,27.983,2,90,1.0,1.0,1.0,4.77,674.0,1,0,0,0,,
Beyoğlu,41.027,28.974,4,2,1.0,3.0,1.0,4.97,2437.0,1,0,0,0,34421,60.000
Istanbul,41.00272,28.97517,8,1,2.0,5.0,1.0,4.33,3782.0,1,0,0,0,34122.0,
Beyoğlu,41.037,28.991,5,2,2.0,0.0,1.0,4.59,3050.0,1,0,0,0,34421,60.000
Beyoğlu,41.03469,28.98232,2,2,1.0,1.0,1.0,4.67,3825.0,1,0,0,0,34421,60.000
Şişli,41.06228142,28.98850236,3,2,1.0,0.0,1.0,4.64,2600.0,1,0,0,0,34360,54.677
Kadıköy,40.99269075,29.03013811,4,100,2.0,3.0,1.0,4.85,2248.0,1,0,0,0,34744,88.888
Beyoğlu,41.02343,28.97612,2,1,1.0,2.0,1.0,4.55,3200.0,0,0,1,0,34421,60.000
Fatih,41.00549245,28.96933371,4,1,1.0,0.0,1.0,4.6,3109.0,1,0,0,0,34096,32.000
Bağcılar,41.039,28.813,7,3,3.0,5.0,2.0,4.77,3073.0,1,0,0,0,34200,35.313
İstanbul,41.03128,28.9699,5,5,2.0,2.0,1.0,4.89,2616.0,1,0,0,0,34430.0,
Beyoğlu,41.039,28.982,5,2,2.0,3.0,1.0,4.92,2211.0,1,0,0,0,34421,60.000
Şişli,41.05971,28.986,5,2,2.0,2.0,1.0,4.82,3596.0,1,0,0,0,34360,54.677
Beyoğlu,41.037,28.982,4,2,2.0,0.0,1.0,5.0,2477.0,1,0,0,0,34421,60.000
Beşiktaş,41.051,29.03,3,2,1.0,2.0,1.0,4.67,2173.0,1,0,0,0,34353,88.235
Sarıyer,41.105,28.988,4,2,1.0,2.0,2.0,4.82,3298.0,1,0,0,0,34396,103.881
Bağcılar,41.055,28.812,3,1,1.0,0.0,1.0,4.75,2329.0,1,0,0,0,34200,35.313
Şişli,41.06387,28.99674,2,3,1.0,3.0,1.0,5.0,3313.0,1,0,0,0,34360,54.677
Beyoğlu,41.035,28.987,5,2,2.0,4.0,1.0,4.95,2495.0,1,0,0,0,34421,60.000
Şişli,41.052,28.99,4,2,1.0,2.0,1.0,4.74,2385.0,1,0,0,0,34360,54.677
Beşiktaş,41.044,29.0,4,1,1.0,2.0,1.0,4.93,2586.0,1,0,0,0,34353,88.235
Kadıköy,40.99469,29.02698,3,2,1.0,2.0,1.0,5.0,2150.0,1,0,0,0,34744,88.888
Beyoğlu,41.02656,28.9777,6,2,2.0,0.0,1.0,4.69,3027.0,1,0,0,0,34421,60.000
Fatih,41.006,28.969,2,2,1.0,1.0,1.0,4.81,2551.0,1,0,0,0,34096,32.000
Istanbul,41.00441,28.96864,4,2,2.0,3.0,1.0,4.44,2940.0,1,0,0,0,34126.0,
Fatih,41.00643,28.96631,4,3,1.0,3.0,1.0,4.9,2338.0,1,0,0,0,34096,32.000
Şişli,41.046,28.985,2,100,1.0,1.0,1.0,4.67,2441.0,1,0,0,0,34360,54.677
Beyoğlu,41.038,28.984,10,105,3.0,6.0,1.0,4.67,3257.0,1,0,0,0,34421,60.000
Sarıyer,41.08697683,29.04554878,4,2,2.0,3.0,1.0,4.75,3600.0,1,0,0,0,34396,103.881
Kâğıthane,41.083,28.982,5,35,2.0,4.0,1.0,4.78,3693.0,1,0,0,0,34406.0,
Beşiktaş,41.064,29.039,6,1,2.0,2.0,1.0,4.75,2569.0,1,0,0,0,34353,88.235
Beyoğlu,41.03,28.98,3,1,1.0,2.0,1.0,4.5,2408.0,1,0,0,0,34421,60.000
Beşiktaş,41.04463275,29.00398911,6,1,2.0,2.0,1.0,4.87,2143.0,1,0,0,0,34353,88.235
Beyoğlu,41.0275,28.97889,4,2,1.0,2.0,1.0,4.71,2431.0,1,0,0,0,34421,60.000
Üsküdar,41.023,29.035,5,15,2.0,0.0,1.0,5.0,2248.0,1,0,0,0,34660,61.428 
Beyoğlu,41.03370289,28.98770864,2,7,1.0,1.0,1.0,5.0,2569.0,1,0,0,0,34421,60.000
Beyoğlu,41.03071,28.98827,4,1,1.0,2.0,1.0,5.0,2467.0,1,0,0,0,34421,60.000
Beyoğlu,41.03810446,28.98010579,4,1,1.0,2.0,1.0,4.5,2557.0,1,0,0,0,34421,60.000
Kadıköy,40.99433,29.02701,5,4,2.0,2.0,1.0,4.6,2523.0,1,0,0,0,34744,88.888
Esenyurt,41.02416,28.63198,5,2,2.0,2.0,3.0,4.76,2165.0,1,0,0,0,34517,21.250
Kadıköy,40.99241,29.02419,2,1,1.0,1.0,1.0,4.6,2157.0,1,0,0,0,34744,88.888
Fatih,41.02062141,28.94117093,3,3,1.0,2.0,1.0,5.0,2547.0,1,0,0,0,34096,32.000
Kadıköy,40.99416,29.02667,6,28,3.0,3.0,1.0,4.71,2174.0,1,0,0,0,34744,88.888
Beyoğlu,41.03241,28.97882,5,2,2.0,0.0,1.0,4.75,2242.0,1,0,0,0,34421,60.000
Şişli,41.0561,28.97178,4,7,1.0,1.0,1.0,5.0,500.0,1,0,0,0,34360,54.677
Acıbadem,41.00363028,29.03996088,1,5,2.0,1.0,1.0,4.96,650.0,0,0,1,0,34718.0,
Beyoğlu,41.02644,28.97553,2,4,1.0,2.0,1.0,4.77,2372.0,1,0,0,0,34421,60.000
Kâğıthane,41.071,28.984,5,3,2.0,0.0,1.0,5.0,2248.0,1,0,0,0,34403.0,
Kadıköy,40.99644689,29.02840842,2,1,1.0,1.0,1.0,4.67,578.0,0,0,1,0,34744,88.888
Beyoğlu,41.02744528,28.9732393,2,2,1.0,1.0,1.0,5.0,2257.0,0,0,1,0,34421,60.000
Kadıköy,40.95670962,29.09851223,2,7,1.0,4.0,1.0,5.0,2267.0,1,0,0,0,34744,88.888
Beyoğlu,41.02726,28.97684,2,2,1.0,1.0,1.0,4.66,2437.0,1,0,0,0,34421,60.000
Şişli,41.05723815,28.98531226,2,2,1.0,1.0,1.0,4.67,2339.0,1,0,0,0,34360,54.677
Istanbul,40.98492,29.02171,2,15,1.0,1.0,1.0,4.33,508.0,0,0,1,0,34710.0,
Beşiktaş,41.046,29.004,2,2,1.0,1.0,1.0,4.85,2248.0,1,0,0,0,34353,88.235
İstanbul,41.00451,28.98026,6,1,1.0,6.0,1.0,4.47,558.0,0,1,0,0,34122.0,
Bağcılar,41.044,28.811,3,5,1.0,2.0,1.0,5.0,2248.0,1,0,0,0,34200,35.313
Kadıköy,40.99275,29.02955,1,2,1.0,1.0,1.0,4.67,564.0,0,0,1,0,34744,88.888
Esenyurt,41.024,28.66,5,2,2.0,3.0,2.0,4.89,2351.0,1,0,0,0,34517,21.250
Istanbul,41.037,28.977,2,3,1.0,1.0,1.0,4.41,628.0,0,0,1,0,34435.0,
Şişli,41.063,28.991,3,2,1.0,0.0,1.0,4.83,2500.0,1,0,0,0,34360,54.677
Fatih,41.014,28.979,3,2,2.0,2.0,1.0,4.81,2437.0,1,0,0,0,34096,32.000
Beşiktaş,41.0463,29.00556,4,3,2.0,3.0,1.0,4.95,2314.0,1,0,0,0,34353,88.235
Kadıköy,40.99387,29.03054,1,1,1.0,1.0,1.0,4.6,550.0,0,0,1,0,34744,88.888
İstanbul,41.07071,28.99218,2,20,1.0,1.0,1.0,4.98,642.0,0,0,1,0,34387.0,
Şişli,41.06706,28.99496,6,5,2.0,2.0,1.0,5.0,4353.0,1,0,0,0,34360,54.677
Ataşehir,40.994,29.121,2,3,1.0,0.0,1.0,5.0,2267.0,1,0,0,0,34758,48.888
Kadıköy,40.994,29.027,2,10,1.0,1.0,1.0,4.93,506.0,0,0,1,0,34744,88.888
Fatih,41.00895,28.93708,1,1,1.0,2.0,1.0,4.8,482.0,0,0,1,0,34096,32.000
Fatih,41.00651,28.96151,5,1,2.0,4.0,1.0,4.81,4384.0,1,0,0,0,34096,32.000
Beyoğlu,41.03137,28.98868,7,3,3.0,3.0,1.0,4.77,2356.0,1,0,0,0,34421,60.000
Şişli,41.05879,28.97576,3,2,1.0,2.0,1.0,4.77,4816.0,1,0,0,0,34360,54.677
Şişli,41.05383738,28.99177267,3,1,1.0,1.0,1.0,4.62,2307.0,1,0,0,0,34360,54.677
Beyoğlu,41.03064,28.97356,4,3,2.0,2.0,1.0,4.97,2267.0,1,0,0,0,34421,60.000
Avcılar,41.05959,28.71911,7,20,4.0,4.0,3.0,4.25,4495.0,1,0,0,0,34315,31.818
Istanbul,40.98505,29.02334,5,2,3.0,4.0,1.0,4.9,2269.0,1,0,0,0,34710.0,
Istanbul,41.07129,28.67974,4,6,1.0,1.0,1.0,4.67,4359.0,1,0,0,0,34488.0,
Istanbul,41.02566,28.97881,4,7,1.0,1.0,1.0,4.0,4816.0,1,0,0,0,34425.0,
Beyoğlu,41.02562,28.97743,7,2,2.0,4.0,2.0,4.54,3731.0,1,0,0,0,34421,60.000
Esenyurt,41.01894,28.67275,2,3,1.0,2.0,1.0,4.69,739.0,1,0,0,0,34517,21.250
Kadıköy,40.98781932,29.04872886,7,1,2.0,3.0,2.0,3.2,4564.0,1,0,0,0,34744,88.888
Esenyurt,41.01777,28.67299,2,3,1.0,1.0,1.0,4.68,739.0,1,0,0,0,34517,21.250
Beyoğlu,41.03860206,28.97768767,2,2,1.0,1.0,1.0,3.67,721.0,1,0,0,0,34421,60.000
Kadıköy,40.98142,29.05132,2,1,1.0,1.0,1.0,4.94,729.0,0,0,1,0,34744,88.888
Kadıköy,40.98865,29.02473,2,7,1.0,1.0,1.0,4.7,750.0,0,0,1,0,34744,88.888
Şişli,41.0613,28.98747,4,1,2.0,2.0,1.0,3.75,4611.0,1,0,0,0,34360,54.677
Esenyurt,41.01991,28.67335,3,3,1.0,2.0,1.0,4.86,780.0,1,0,0,0,34517,21.250
Beyoğlu,41.03797,28.98383,4,2,2.0,2.0,2.0,4.5,3836.0,0,0,1,0,34421,60.000
Ataşehir,40.99652,29.07233,2,3,1.0,1.0,1.0,5.0,595.0,0,0,1,0,34758,48.888
Beyoğlu,41.03539,28.97411,3,100,1.0,2.0,1.0,4.75,750.0,1,0,0,0,34421,60.000
Beylikdüzü Osb,41.017,28.683,3,6,1.0,2.0,1.0,4.17,697.0,1,0,0,0,34100.0,
Beyoğlu,41.03041781,28.97951809,3,101,2.0,0.0,1.0,5.0,780.0,1,0,0,0,34421,60.000
Maltepe,40.92145,29.13964,1,1,1.0,0.0,1.0,4.93,642.0,0,0,1,0,34854,48.076
Esenyurt,41.0186,28.67447,3,3,1.0,1.0,1.0,4.57,780.0,1,0,0,0,34517,21.250
Beyoğlu,41.036,28.987,2,1,1.0,1.0,1.0,4.43,3789.0,1,0,0,0,34421,60.000
Beyoğlu,41.0262,28.97236,4,1,1.0,0.0,1.0,4.8,3096.0,1,0,0,0,34421,60.000
Beşiktaş,41.051,29.025,2,100,1.0,1.0,1.0,5.0,674.0,1,0,0,0,34353,88.235
Beyoğlu,41.02647,28.97767,10,2,3.0,5.0,1.0,4.68,3211.0,1,0,0,0,34421,60.000
Şişli,41.05459,28.99318,5,21,3.0,3.0,1.0,4.79,3853.0,1,0,0,0,34360,54.677
Istanbul,41.08241,29.043,4,3,1.0,2.0,1.0,4.46,4534.0,1,0,0,0,34342.0,
Beyoğlu,41.03521491,28.97996753,2,3,1.0,1.0,1.0,4.48,2986.0,1,0,0,0,34421,60.000
Fatih,41.010851,28.93723415,7,2,2.0,3.0,2.0,4.67,3821.0,1,0,0,0,34096,32.000
Kadıköy,40.98847,29.03037,1,1,1.0,1.0,1.0,5.0,732.0,0,0,1,0,34744,88.888
Istanbul,41.02667,28.97461,8,2,3.0,5.0,1.0,4.79,2989.0,1,0,0,0,34421.0,
Marmaraereğlisi,41.00553,27.98184,2,90,1.0,2.0,1.0,5.0,610.0,1,0,0,0,59740.0,
Beyoğlu,41.03057121,28.98487555,6,14,3.0,3.0,1.0,4.54,3656.0,1,0,0,0,34421,60.000
Maltepe,40.94469739,29.15506692,1,1,1.0,1.0,1.0,4.8,633.0,0,0,1,0,34854,48.076
Şişli,41.04970743,28.98917905,6,1,2.0,2.0,1.0,3.67,4651.0,1,0,0,0,34360,54.677
Şişli,41.04599,28.98739,4,7,2.0,3.0,1.0,4.67,3786.0,1,0,0,0,34360,54.677
Taksim,41.03555,28.98309,4,2,1.0,2.0,1.0,4.38,4534.0,1,0,0,0,34433.0,
Beyoğlu,41.02939733,28.97477705,4,1,2.0,2.0,1.0,4.5,3669.0,1,0,0,0,34421,60.000
Şişli,41.046,28.986,4,7,,1.0,1.0,4.71,3104.0,1,0,0,0,34360,54.677
Fatih,41.00495,28.97376,2,1,1.0,1.0,1.0,4.6,3307.0,0,0,1,0,34096,32.000
Fatih,41.01782,28.94486,8,2,3.0,0.0,2.0,5.0,3784.0,1,0,0,0,34096,32.000
Bağcılar,41.025,28.842,3,150,1.0,1.0,1.0,5.0,601.0,1,0,0,0,34200,35.313
Fatih,41.03575403,28.94131606,10,2,4.0,4.0,4.0,5.0,3139.0,1,0,0,0,34096,32.000
Beşiktaş,41.044,29.001,5,100,2.0,2.0,1.0,5.0,3179.0,1,0,0,0,34353,88.235
Şişli,41.05,28.984,4,1,2.0,0.0,1.0,4.98,3303.0,1,0,0,0,34360,54.677
Şile,41.13762,29.85799,2,1,1.0,0.0,1.0,4.92,2157.0,1,0,0,0,34990,54.677
Fatih,41.00463,28.96472,3,1,1.0,1.0,1.0,3.63,3885.0,1,0,0,0,34096,32.000
Şişli,41.05306,28.98625,6,2,2.0,2.0,1.0,4.67,3532.0,1,0,0,0,34360,54.677
Esenyurt,41.03218,28.68396,3,28,,2.0,1.0,4.71,514.0,1,0,0,0,34517,21.250
Beşiktaş,41.054,29.02,2,1,1.0,2.0,1.0,4.75,3163.0,1,0,0,0,34353,88.235
Şişli,41.046,28.985,3,2,2.0,0.0,1.0,5.0,2643.0,1,0,0,0,34360,54.677
Beyoğlu,41.02981389,28.97254402,3,102,1.0,1.0,1.0,4.27,2466.0,1,0,0,0,34421,60.000
Beyoğlu,41.02556,28.97216,4,2,1.0,1.0,1.0,4.57,3770.0,1,0,0,0,34421,60.000
Beyoğlu,41.03409,28.98501,4,1,1.0,0.0,1.0,4.67,2170.0,1,0,0,0,34421,60.000
Nisantasi,41.05191,28.99328,4,2,2.0,2.0,1.0,4.78,3691.0,1,0,0,0,34365.0,
Fatih,41.005,28.968,3,1,1.0,2.0,1.0,4.86,2242.0,1,0,0,0,34096,32.000
Şişli,41.05437,28.99352,3,2,1.0,1.0,1.0,4.52,2342.0,1,0,0,0,34360,54.677
Kadıköy,40.994,29.05,4,1,1.0,4.0,1.0,4.87,2500.0,1,0,0,0,34744,88.888
Şişli,41.05467829,28.97692636,5,3,2.0,2.0,1.0,4.8,2214.0,1,0,0,0,34360,54.677
Beyoğlu,41.02459,28.97389,2,1,1.0,1.0,1.0,4.54,3014.0,0,0,1,0,34421,60.000
